Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Coast Guard","C 07-2301 SI & C 07-3600 SI","U.S. District Court","","C 07-2301 SI & C 07-3600 SI","","201002607","052282010","04/02/2010","930000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","930000.00","N",
"Coast Guard","C 07-2301 SI & C 07-3600 SI","U.S. District Court","","C 07-2301 SI & C 07-3600 SI","","201002607","052302010","04/02/2010","400000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","400000.00","N",
"Immigration & Nat","05-73137","U.S. District Court","","DJ#39-46-925.39-46-966","DJ#39-46-925.39-46-966","201002609","052402010","03/29/2010","0.00","","","0.00","","","500.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","500.00","N",
"Fed Bureau of Invest","06-4427 WHW","U.S. District Court","","06-4427","","201002610","052082010","03/29/2010","1650000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1650000.00","N",
"Social Security Administration","CIV-09-125-F","U.S. District Court","","Intentionally Blank","","201002612","052042010","04/02/2010","0.00","","","0.00","","","367.12","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.12","N",
"Social Security Administration","06-1486","U.S. District Court","","2007V00109","","201002617","051862010","03/26/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Department of Veterans Affairs","07-1244(CVR)","U.S. District Court","","SA - 2007V00295","","201002618","051842010","03/26/2010","75000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Social Security Administration","08-CV-0526-A","U.S. District Court","","SA - 2008V01121","","201002622","051702010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fed Motor Carrier","L-09-CV-55","U.S. District Court","","2009V01210","","201002630","052862010","04/08/2010","5500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","5500.00","N",
"Social Security Administration","CV-07-3804","U.S. District Court","","SA - CV-07-3804","","201002631","051962010","03/26/2010","0.00","","","0.00","","","24.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","24.00","N",
"Social Security Administration","09-10845-JLT","U.S. District Court","","09 10845","","201002632","051922010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fish & Wildlife Svc","1:07-cv-169","U.S. District Court","","not provided","","201002636","052062010","03/29/2010","10000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Agriculture","971978  981693","U.S. District Court","","NONE PROVIDED","","201002642","052322010","03/29/2010","0.00","","","126138.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","126138.00","N",
"DHS - TSA  Trans. SEC. Admin.","07-9764","U.S. District Court","","2008V000100","","201002643","052802010","04/08/2010","40000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","40000.00","N",
"DHS - TSA  Trans. SEC. Admin.","07-9764","U.S. District Court","","2008V000100","","201002643","052822010","03/31/2010","4590.86","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","4590.86","N",
"Social Security Administration","3:0890739-CMC-JRM","U.S. District Court","","not provided","","201002644","052022010","04/02/2010","0.00","","","0.00","","","23.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","23.00","N",
"Social Security Administration","208CV171SAA","U.S. District Court","","2008V00358","","201002648","052202010","04/02/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","09-1812","U.S. District Court","","09-1812","","201002653","061742010","04/28/2010","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","350.00","N",
"Department of the Army","09-C-1112","U.S. District Court","","NOT PROVIDED","","201002654","052662010","03/29/2010","5500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","5500.00","N",
"Department of Veterans Affairs","1:08-CV-03836-DFE","U.S. District Court","","2008V00951","","201002655","052782010","04/08/2010","45000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","45000.00","N",
"Department of Veterans Affairs","CIV-09-01043-PHX-DGC","U.S. District Court","","2009V00440","","201002656","052762010","03/29/2010","100000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","100000.00","Y",
"Department of the Army","","U.S. District Court","","2","","201002657","055912010","04/07/2010","110000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","110000.00","N",
"Bur of Indian Affair","CV NO 07-5058","U.S. District Court","","2007V00217","","201002663","052882010","03/29/2010","30000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","30000.00","N",
"Social Security Administration","09-10417-WGY","U.S. District Court","","not provided","","201002664","053262010","04/05/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","4:09-CV-1491","U.S. District Court","","not provided","","201002668","052442010","04/02/2010","0.00","","","0.00","","","409.69","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","409.69","N",
"Social Security Administration","2:08-cv-474-FtM-29DNF","U.S. District Court","","SSA - 2008V04258","","201002670","052562010","04/02/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","0:09-1405-TLW","U.S. District Court","","not provide","","201002673","053042010","04/05/2010","0.00","","","0.00","","","7.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","7.00","N",
"Social Security Administration","CIV-08-374-FHS-KEW","U.S. District Court","","CIV-08-374-FHS-KEW","","201002677","053382010","04/05/2010","0.00","","","0.00","","","16.47","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.47","N",
"Social Security Administration","3:08-cv-722-J-JRK","U.S. District Court","","not provided","","201002678","053222010","04/05/2010","0.00","","","0.00","","","55.17","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","55.17","N",
"Department of the Air Force","CIV-208CV-3369-CWH","U.S. District Court","","DJ-61-32-2041","","201002681","058232010","04/14/2010","1200000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","1200000.00","N",
"Social Security Administration","3:09-cv-30-J-HTS","U.S. District Court","","not provided","","201002683","053022010","04/05/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","8:08-cv-2285-T-30TGW","U.S. District Court","","not provided","","201002684","052742010","04/08/2010","0.00","","","0.00","","","380.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","380.00","N",
"Department of the Army","","U.S. District Court","","2","","201002687","055892010","04/07/2010","60000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","60000.00","N",
"Homeland Security","08-cv-534A(Sr)","U.S. District Court","","not provided","","201002704","055512010","04/07/2010","1839.26","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","1839.26","N",
"Indian Health Svc","","U.S. District Court","","2008V00209","","201002706","053162010","04/06/2010","5000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of the Air Force","5:09CV 160-RS/MD","U.S. District Court","","2009V00447","","201002707","053082010","04/06/2010","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Internal Revenue Service/S&E","21535-07S","U.S. District Court","","21535-07S","21535-07S","201002711","053142010","04/05/2010","0.00","","","1332.50","26-USC-7430              ","Tax Cases - Attny Fees&Costs","60.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","1392.50","N",
"Social Security Administration","09-0080-cv-w-dw-ssa","U.S. District Court","","not provided","","201002712","053122010","04/05/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Housing and Urban Development","08-192","U.S. District Court","","#08-192","","201002713","054502010","04/06/2010","270000.00","42-USC-3613(c)           ","Attorney Fees Only","0.00","","","0.00","","","0.00","","","270000.00","N",
"Department of Housing and Urban Development","08-192","U.S. District Court","","#08-192","","201002713","054522010","04/06/2010","30000.00","42-USC-3613(c)           ","Attorney Fees Only","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of Agriculture","08-CV-522-SU","U.S. District Court","","2008V00423","","201002715","053902010","04/02/2010","149383.55","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","1516.40","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","150899.95","N",
"General Services Administration","CV-08-086-CI","U.S. District Court","","CV NO 08-186-CI","","201002716","055672010","04/07/2010","40000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","40000.00","N",
"Natl Park Service","CV-09-0128","U.S. District Court","","2009V00162","","201002718","054242010","04/02/2010","26000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","26000.00","N",
"Department of Justice","A079-611-984","U.S. District Court","","2005V00089","2005V00089","201002720","053422010","04/05/2010","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"Department of the Army","CV-07-3211","U.S. District Court","","2007V03211","","201002729","054382010","04/06/2010","165000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","165000.00","N",
"Social Security Administration","1:08cv278","U.S. District Court","","not provided","","201002731","053322010","04/05/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","306CV00036","U.S. District Court","","NONE PROVIDED","","201002733","053702010","04/02/2010","0.00","","","0.00","","","260.98","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","260.98","N",
"Department of Commerce","05210","U.S. District Court","","NONE PROVIDED","","201002735","053762010","04/02/2010","0.00","","","43190.86","5-USC-552                ","Freedom Of Information Act (FOIA)","0.00","","","0.00","","","43190.86","N",
"Social Security Administration","NO C 07-4812 MHP","U.S. District Court","","CV 07-4812","","201002736","056172010","04/07/2010","0.00","","","0.00","","","166.42","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","166.42","N",
"Social Security Administration","5:08-cv-529-Oc-GRJ","U.S. District Court","","SA - 2008V06973","","201002738","054082010","04/02/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:08CV-375-J","U.S. District Court","","SA - 3:08CV-375-J","","201002739","054602010","04/02/2010","0.00","","","0.00","","","24.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","24.00","N",
"Social Security Administration","6:08-3212-HMH-WMC","U.S. District Court","","2008V02656","","201002741","054662010","04/02/2010","0.00","","","0.00","","","357.00","42-USC-405               ","Social Security Appeals","0.00","","","357.00","N",
"Social Security Administration","3:08-cv-869-J-JRK","U.S. District Court","","not provided","","201002742","054742010","04/13/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","08-CV-6341-BR","U.S. District Court","","CV 08-6341","","201002746","055612010","04/05/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","6:08-cv-344-Orl-GJK","U.S. District Court","","SA - 2008V03374","","201002748","056212010","04/08/2010","0.00","","","0.00","","","364.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","364.25","N",
"Social Security Administration","8:08CV936-T-17TBM","U.S. District Court","","2008V03457","","201002754","054002010","04/02/2010","0.00","","","0.00","","","375.00","42-USC-405               ","Social Security Appeals","0.00","","","375.00","N",
"Bureau of Prisons; Department of Justice","CV-08-2505","U.S. District Court","","2008V01170; 2008V01170","2008V01170","201002755","054262010","04/02/2010","550000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","550000.00","N",
"Social Security Administration","009496CMCPJG","U.S. District Court","","2009V00472","","201002758","053962010","04/02/2010","0.00","","","0.00","","","7.00","42-USC-405               ","Social Security Appeals","0.00","","","7.00","N",
