Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Social Security Administration","509CV112","U.S. District Court","","NONE PROVIDED","","201101046","010462011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bureau of Prisons","","U.S. District Court","","2008v01091","","201101047","010572011","12/22/2010","43000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","43000.00","N",
"Social Security Administration","JKS-09-2027","U.S. District Court","","Intentionally Blank","","201101048","012362011","12/27/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","2:09-CV-027","U.S. District Court","","2009V00321","","201101057","010042011","12/17/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","JKS-09-2047","U.S. District Court","","Intentionally Blank","","201101058","010582011","12/22/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","JKS-09-835","U.S. District Court","","Intentionally Blank","","201101059","010532011","12/22/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Air Force","209CV01170","U.S. District Court","","NONE PROVIDED","","201101063","012172011","12/23/2010","275000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","275000.00","N",
"Department of Housing and Urban Development","MJG 95-309","U.S. District Court","","145-17-5124","","201101065","010892011","12/22/2010","0.00","","","61218.15","42-USC-1988              ","Civil Rights - Attorney Fees","0.00","","","0.00","","","61218.15","N",
"Homeland Security","08-CV-01112-GLS-DRH","U.S. District Court","","08-CV-1112","","201101074","010882011","12/22/2010","0.00","","","15000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","15000.00","Y",
"Social Security Administration","3:08-CV-1013-J-TEM","U.S. District Court","","2008v06136","","201101077","029022011","04/07/2011","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","8:09-CV-1561-T-17TGW","U.S. District Court","","2009V04576","","201101078","028652011","04/07/2011","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","8:09-CV-1177-T-27TGW","U.S. District Court","","2009V03660","","201101079","028942011","04/08/2011","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","09-239","U.S. District Court","","154-09-239","","201101080","010492011","12/21/2010","0.00","","","0.00","","","626.48","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","626.48","N",
"Social Security Administration","CIV-08-265-SPS","U.S. District Court","","CIV-08-265-SPS","","201101089","010682011","12/21/2010","0.00","","","0.00","","","366.47","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","366.47","N",
"Social Security Administration","CIV-09-1245-HE","U.S. District Court","","2009V00870","","201101093","011642011","12/23/2010","0.00","","","0.00","","","367.81","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.81","N",
"Social Security Administration","109-CV-301","U.S. District Court","","2009V00391","","201101097","010242011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"General Services Administration","90-11-3-1204","U.S. District Court","","90-11-3-1204","","201101101","012322011","12/28/2010","442914.75","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","167.46","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","443082.21","N",
"General Services Administration","90-11-3-21","U.S. District Court","","90-11-3-21","","201101102","012732011","01/05/2011","133311.93","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","63.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","133374.93","N",
"Bureau of Prisons","EP-09-CV-0394-KC","U.S. District Court","","2009v01431","","201101105","010332011","12/16/2010","1000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","1000.00","Y",
"Bur of Land Mgmt","CV-10-00651-PHX-ROS","U.S. District Court","","2010V00365","","201101106","011722011","12/23/2010","1000000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Department of Justice; Maritime Admin","07-202","U.S. District Court","","62-74-1154; 62-74-1154","62-74-1154","201101107","014142011","01/11/2011","19272.00","46-USC-30104             ","Jones Act - Recovery for Injury or Death of a Seaman","0.00","","","0.00","","","0.00","","","19272.00","N",
"Drug Enforcement Adm","06-60573","U.S. District Court","","NONE PROVIDED","","201101116","011542011","12/22/2010","0.00","","","35525.00","28-USC-2465              ","Return Of Property - Attny Fees&Costs","439.49","28-USC-2465              ","Return Of Property - Attny Fees&Costs","0.00","","","35964.49","N",
"Social Security Administration","210CV59","U.S. District Court","","NONE PROVIDED","","201101118","010842011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"DHS - TSA  Trans. SEC. Admin.","09-3819","U.S. District Court","","NONE PROVIDED","","201101119","015102011","01/14/2011","1100.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1100.00","N",
"Department of Labor","09-1009","U.S. District Court","","09-1009","","201101121","011632011","12/22/2010","55000.00","29-USC-794a              ","Disability discrim-federal employment","0.00","","","0.00","","","0.00","","","55000.00","Y",
"Social Security Administration","CIVIL NO PWG-09-2048","U.S. District Court","","Intentionally Blank","","201101122","010912011","12/22/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Army","EDCV 06-01359","U.S. District Court","","2007V00125","","201101123","011732011","12/23/2010","90000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","90000.00","N",
"Social Security Administration","CIVIL NO JKS-09-1281","U.S. District Court","","Intentionally Blank","","201101124","010902011","12/22/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIVIL NO JKS-09-1583","U.S. District Court","","Intentionally Blank","","201101129","010992011","12/20/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIVIL ACTION H-09-1164","U.S. District Court","","N/A","","201101132","011022011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","CV 10-08-H-DWM","U.S. District Court","","2010V00036","","201101139","011072011","12/20/2010","150000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Department of Agriculture","97-1978  98-1693","U.S. District Court","","NONE PROVIDED","","201101144","011122011","12/21/2010","0.00","","","137430.95","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","137430.95","N",
"Department of the Air Force","110CV00075TS","U.S. District Court","","NONE PROVIDED","","201101145","016202011","01/25/2011","2000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","CV02B0703S","U.S. District Court","","NONE PROVIDED","","201101146","011102011","12/21/2010","6000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","6000.00","N",
"Social Security Administration","09-CV-0484-MAT","U.S. District Court","","2009V00642","","201101147","011152011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-10-0473","U.S. District Court","","CV-10-0473","","201101149","011162011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","10-701","U.S. District Court","","2010V00454","","201101150","010742011","12/21/2010","15500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","15500.00","Y",
"Social Security Administration","210CV00136","U.S. District Court","","Intentionally Blank","","201101151","011172011","12/21/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Department of Veterans Affairs","DKC102585","U.S. District Court","","2010v00731","","201101152","012062011","12/24/2010","5562.80","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","5562.80","N",
"Social Security Administration","10-115","U.S. District Court","","Intentionally Blank","","201101155","011182011","12/21/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Department of Commerce","90-11-3-501","U.S. District Court","","90-11-3-501","","201101158","012302011","12/29/2010","1084373.95","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","368.98","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","1084742.93","N",
"Social Security Administration","CV 10-00190","U.S. District Court","","2010V00130","","201101162","015382011","01/18/2011","0.00","","","0.00","","","60.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","60.00","N",
"Social Security Administration","CV 09-09405","U.S. District Court","","2010V00045","","201101163","012222011","12/29/2010","0.00","","","0.00","","","60.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","60.00","N",
"Social Security Administration","1:10CV469","U.S. District Court","","2010V226","","201101164","011222011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","A09-CV-00229-JWS","U.S. District Court","","2009V00151","","201101165","011232011","12/21/2010","0.00","","","0.00","","","363.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","363.50","N",
"U.S. Equal Employment Opportunity Comm.","3:09-CV-85 (CDL)","U.S. District Court","","001-2011","001-2011","201101168","011242011","12/21/2010","0.00","","","0.00","","","2370.11","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","2370.11","N",
"Bureau of Prisons","CIVIL ACTION NO 06-CV-02303-WYD-MJW","U.S. District Court","","2007V00236","","201101171","011322011","12/21/2010","6000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","6000.00","N",
"Department of the Air Force","10-1070 & 10-1094","U.S. District Court","","2004V00139","","201101176","011562011","12/22/2010","4000000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","4000000.00","N",
"Fish & Wildlife Svc","09-1893","U.S. District Court","","NONE PROVIDED","","201101179","011192011","12/20/2010","0.00","","","61900.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","61900.00","N",
"Customs and Border Protection","08-01645","U.S. District Court","","NONE PROVIDED","","201101182","011852011","12/23/2010","350000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","350000.00","N",
"Department of Veterans Affairs","CIV 09-5083-JLV","U.S. District Court","","2009V00212","","201101187","011352011","12/21/2010","125000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","125000.00","N",
"Social Security Administration","5:09-CV-334(CHW)","U.S. District Court","","Intentionally Blank","","201101193","011432011","12/21/2010","0.00","","","0.00","","","350.00","31-USC-3723              ","Small Claims Act","0.00","","","350.00","N",
"Social Security Administration","9-CV-0723-A (M)","U.S. District Court","","2009V00908","","201101198","011422011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3l08-CV-477DPJ-FKB","U.S. District Court","","2008V00638","","201101199","012022011","12/23/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","09-52-GWU","U.S. District Court","","2009V01033","","201101200","011472011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Drug Enforcement Adm","EDCV 10-01793 GW (MANx)","U.S. District Court","","2010V02382","","201101204","013732011","01/07/2011","12000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","12000.00","N",
"DHS - TSA  Trans. SEC. Admin.","CV 09-03743 SJO (FMOx)","U.S. District Court","","2010V00301","","201101205","012932011","01/10/2011","3200.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","3200.00","N",
"Department of Veterans Affairs","CIVIL ACTION NO 10-50","U.S. District Court","","2010V00019","","201101207","012142011","12/23/2010","500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
